1597930123130, 11785.59, 236, 11785.6, 132
1597930123220, 11785.59, 290, 11785.6, 132
1597930123243, 11785.59, 290, 11785.6, 132
1597930123312, 11785.59, 288, 11785.6, 132
1597930123393, 11785.59, 288, 11785.6, 132
1597930123430, 11785.59, 288, 11785.6, 129
1597930123513, 11785.59, 288, 11785.6, 132
1597930123753, 11785.59, 288, 11785.6, 129
1597930123843, 11785.59, 288, 11785.6, 132
1597930124090, 11785.59, 288, 11785.6, 129
1597930124182, 11785.59, 234, 11785.6, 132
1597930124210, 11785.59, 234, 11785.6, 132
1597930124263, 11785.59, 234, 11785.6, 132
1597930124332, 11785.59, 234, 11785.6, 132
1597930124504, 11785.59, 234, 11785.6, 132
1597930124542, 11785.59, 234, 11785.6, 129
1597930124663, 11785.59, 234, 11785.6, 132
1597930124863, 11785.59, 234, 11785.6, 772
1597930124923, 11785.59, 204, 11785.6, 772
1597930124983, 11785.59, 154, 11785.6, 764
1597930125133, 11785.59, 154, 11785.6, 767
1597930125262, 11785.59, 154, 11785.6, 767
1597930125320, 11785.59, 154, 11785.6, 767
1597930125352, 11785.59, 154, 11785.6, 764
1597930125412, 11785.59, 154, 11785.6, 767
1597930125473, 11785.59, 154, 11785.6, 767
1597930125733, 11785.59, 154, 11785.6, 764
1597930125943, 11785.59, 154, 11785.6, 767
1597930126213, 11785.59, 154, 11785.6, 764
1597930126310, 11785.59, 154, 11785.6, 767
1597930126342, 11785.59, 186, 11785.6, 767
1597930126642, 11785.59, 186, 11785.6, 127
1597930126813, 11785.59, 186, 11785.6, 124
1597930126933, 11785.59, 240, 11785.6, 127
1597930127023, 11785.59, 240, 11785.6, 127
1597930127152, 11785.59, 240, 11785.6, 685
1597930127212, 11785.59, 240, 11785.6, 685
1597930127233, 11785.59, 240, 11785.6, 682
1597930127273, 11785.59, 240, 11785.6, 682
1597930127330, 11785.59, 186, 11785.6, 685
1597930127422, 11785.59, 240, 11785.6, 685
1597930127593, 11785.59, 240, 11785.6, 682
1597930127630, 11785.59, 240, 11785.6, 682
1597930127683, 11785.59, 186, 11785.6, 685
1597930127683, 11785.59, 186, 11785.6, 685
1597930127962, 11785.59, 186, 11785.6, 682
1597930128022, 11785.59, 154, 11785.6, 682
1597930128083, 11785.59, 154, 11785.6, 685
1597930128313, 11785.59, 154, 11785.6, 685
1597930128350, 11785.59, 154, 11785.6, 682
1597930128448, 11785.59, 154, 11785.6, 685
1597930128463, 11785.59, 154, 11785.6, 685
1597930128500, 11785.59, 154, 11785.6, 685
1597930128742, 11785.59, 154, 11785.6, 682
1597930128823, 11785.59, 154, 11785.6, 685
1597930129160, 11785.59, 154, 11785.6, 682
1597930129252, 11785.59, 154, 11785.6, 685
1597930129363, 11785.59, 154, 11785.6, 685
1597930129520, 11785.59, 154, 11785.6, 685
1597930129633, 11785.59, 154, 11785.6, 685
1597930129642, 11785.59, 154, 11785.6, 682
1597930129670, 11785.59, 46, 11785.6, 682
1597930129702, 11785.59, 46, 11785.6, 682
1597930129727, 11784.52, 22, 11785.35, 174
1597930129762, 11782.34, 32, 11785.35, 174
1597930129783, 11784.65, 1, 11785.35, 174
1597930129822, 11784.65, 1, 11785.35, 174
1597930129843, 11781.37, 3, 11784.53, 21
1597930129852, 11782.35, 3, 11783.2, 29
1597930129880, 11781.37, 3, 11783.2, 29
1597930129933, 11782.35, 20, 11783.2, 29
1597930129993, 11782.35, 18, 11782.36, 42
1597930130084, 11782.35, 10, 11782.36, 70
1597930130090, 11782.35, 10, 11782.36, 70
1597930130122, 11780.59, 28, 11782.36, 831
1597930130184, 11782.35, 8, 11782.36, 831
1597930130293, 11782.35, 8, 11782.36, 1037
1597930130390, 11781.39, 9, 11782.36, 869
1597930130443, 11780.61, 7, 11781.71, 3
1597930130508, 11780.61, 7, 11781.71, 3
1597930130542, 11780.61, 7, 11781.4, 610
1597930130563, 11780.61, 7, 11781.4, 610
1597930130593, 11780.62, 6, 11781.4, 610
